xflr5 v6.59

 Calculated polar for: NACA 2421

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.145 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  1.500, 0.3662, 0.01718, 0.01005,-0.0398,0.6204,0.8351,-1.0341, 0.0000, 0.0000, 0.0000, 0.3510
  2.000, 0.4238, 0.01764, 0.01044,-0.0389,0.6032,0.8679,-1.0971, 0.0000, 0.0000, 0.0000, 0.3331
  2.500, 0.4921, 0.01823, 0.01090,-0.0401,0.5863,0.8944,-1.1713, 0.0000, 0.0000, 0.0000, 0.3221
  3.000, 0.5650, 0.01889, 0.01152,-0.0427,0.5676,0.9174,-1.2528, 0.0000, 0.0000, 0.0000, 0.3156
  3.500, 0.6504, 0.01948, 0.01202,-0.0482,0.5487,0.9367,-1.3491, 0.0000, 0.0000, 0.0000, 0.3135
  4.000, 0.7429, 0.01995, 0.01234,-0.0553,0.5302,0.9541,-1.4595, 0.0000, 0.0000, 0.0000, 0.3135
  4.500, 0.8356, 0.02036, 0.01266,-0.0628,0.5113,0.9716,-1.5782, 0.0000, 0.0000, 0.0000, 0.3138
  5.000, 0.9279, 0.02065, 0.01290,-0.0707,0.4911,0.9881,-1.7064, 0.0000, 0.0000, 0.0000, 0.3143
  5.500, 1.0135, 0.02079, 0.01291,-0.0775,0.4725,1.0000,-1.8398, 0.0000, 0.0000, 0.0000, 0.3140
  6.000, 1.0428, 0.02105, 0.01309,-0.0736,0.4576,1.0000,-1.9218, 0.0000, 0.0000, 0.0000, 0.3074
  7.000, 1.0934, 0.02183, 0.01380,-0.0638,0.4278,1.0000,-2.0912, 0.0000, 0.0000, 0.0000, 0.2936
  7.500, 1.1142, 0.02232, 0.01429,-0.0578,0.4129,1.0000,-2.1771, 0.0000, 0.0000, 0.0000, 0.2864
  8.000, 1.1336, 0.02284, 0.01480,-0.0515,0.3980,1.0000,-2.2658, 0.0000, 0.0000, 0.0000, 0.2792
  8.500, 1.1522, 0.02340, 0.01534,-0.0450,0.3833,1.0000,-2.3583, 0.0000, 0.0000, 0.0000, 0.2720
  9.000, 1.1705, 0.02399, 0.01591,-0.0385,0.3686,1.0000,-2.4538, 0.0000, 0.0000, 0.0000, 0.2650
  9.500, 1.1883, 0.02465, 0.01654,-0.0320,0.3540,1.0000,-2.5526, 0.0000, 0.0000, 0.0000, 0.2581
 10.000, 1.2046, 0.02539, 0.01724,-0.0254,0.3396,1.0000,-2.6538, 0.0000, 0.0000, 0.0000, 0.2514
 10.500, 1.2223, 0.02625, 0.01805,-0.0194,0.3252,1.0000,-2.7591, 0.0000, 0.0000, 0.0000, 0.2453
 11.000, 1.2445, 0.02727, 0.01900,-0.0146,0.3107,1.0000,-2.8771, 0.0000, 0.0000, 0.0000, 0.2403
 11.500, 1.2616, 0.02860, 0.02034,-0.0095,0.2962,1.0000,-2.9874, 0.0000, 0.0000, 0.0000, 0.2352
 12.000, 1.2744, 0.03024, 0.02204,-0.0045,0.2818,1.0000,-3.0934, 0.0000, 0.0000, 0.0000, 0.2301
 12.500, 1.2881, 0.03210, 0.02394,-0.0002,0.2677,1.0000,-3.2034, 0.0000, 0.0000, 0.0000, 0.2257
 13.000, 1.3020, 0.03418, 0.02605, 0.0036,0.2540,1.0000,-3.3137, 0.0000, 0.0000, 0.0000, 0.2218
 13.500, 1.3157, 0.03649, 0.02837, 0.0069,0.2410,1.0000,-3.4297, 0.0000, 0.0000, 0.0000, 0.2183
 14.000, 1.3285, 0.03905, 0.03093, 0.0098,0.2285,1.0000,-3.5439, 0.0000, 0.0000, 0.0000, 0.2150
 14.500, 1.3403, 0.04187, 0.03377, 0.0123,0.2166,1.0000,-3.6552, 0.0000, 0.0000, 0.0000, 0.2121
 15.000, 1.3499, 0.04501, 0.03693, 0.0145,0.2053,1.0000,-3.7666, 0.0000, 0.0000, 0.0000, 0.2094
 15.500, 1.3565, 0.04857, 0.04055, 0.0164,0.1947,1.0000,-3.8708, 0.0000, 0.0000, 0.0000, 0.2069
 16.000, 1.3596, 0.05263, 0.04471, 0.0180,0.1847,1.0000,-3.9646, 0.0000, 0.0000, 0.0000, 0.2045
 16.500, 1.3594, 0.05726, 0.04947, 0.0190,0.1754,1.0000,-4.0476, 0.0000, 0.0000, 0.0000, 0.2025
 17.000, 1.3573, 0.06237, 0.05472, 0.0196,0.1668,1.0000,-4.1286, 0.0000, 0.0000, 0.0000, 0.2007
 17.500, 1.3561, 0.06765, 0.06012, 0.0198,0.1588,1.0000,-4.2108, 0.0000, 0.0000, 0.0000, 0.1993
 18.000, 1.3619, 0.07232, 0.06484, 0.0198,0.1513,1.0000,-4.3116, 0.0000, 0.0000, 0.0000, 0.1981
 18.500, 1.3814, 0.07553, 0.06796, 0.0200,0.1440,1.0000,-4.4537, 0.0000, 0.0000, 0.0000, 0.1971
 19.000, 1.3456, 0.08544, 0.07830, 0.0179,0.1380,1.0000,-4.4200, 0.0000, 0.0000, 0.0000, 0.1967
 19.500, 1.3380, 0.09227, 0.08528, 0.0164,0.1322,1.0000,-4.4762, 0.0000, 0.0000, 0.0000, 0.1964
 20.000, 1.3730, 0.09350, 0.08633, 0.0168,0.1260,1.0000,-4.6783, 0.0000, 0.0000, 0.0000, 0.1953


